customer_id,customer_hk,full_name,gender,birth_date,age,age_group,country,city,customer_segment,loyalty_tier,signup_date,days_since_signup,preferred_channel,total_bookings,flown_bookings,no_show_count,changed_count,distinct_routes_flown,first_booking_date,last_booking_date,preferred_booking_channel,preferred_fare_class,avg_lead_time_days,total_ltv_usd,total_ticket_revenue,total_ancillary_revenue,avg_ticket_price_usd,avg_ancillary_usd,no_show_rate,ancillary_attach_rate,is_repeat_customer,days_since_last_booking,total_points_earned,total_points_redeemed,loyalty_balance,tier_upgrades,tier_downgrades,points_expiry_events,last_loyalty_event_date,loyalty_redemption_rate,avg_sentiment_score,avg_flight_rating,sentiment_signal_count,frequency_label,value_label,recency_label,_vault_snapshot_date,_obt_loaded_at
CUST0049,931dc5a2d8f4549cbf3b94bd21968d4c74d9101d1d63488166f4c77331c0e805,Awa Konan,F,1988-02-13,37,35-44,Côte d'Ivoire,Bouaké,Standard,Explorer,2024-10-03,90,Mobile App,31,26,1,1,11,2024-11-10,2025-01-17,Mobile App,ECONOMY,29.838709677419356,13121.01,12329.01,792.0,397.71,25.548387096774192,0.0323,0.9677,1,348,0,0,0,0,0,0,,,-0.6111111111111112,2.445,14,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0050,b655f44c0d80cba84d21fa9c22cc135b945e924424e2d1419ccc016f17171c18,Fatou Konan,M,1969-12-17,56,55+,Nigeria,Lagos,Business,None,2024-04-30,246,Travel Agency,47,38,4,0,12,2024-11-07,2025-01-18,Web,ECONOMY,28.361702127659573,15511.089999999998,14491.089999999997,1020.0,308.32106382978714,21.70212765957447,0.0851,0.8298,1,347,0,0,0,0,0,0,,,-0.6,4.0,16,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0051,79fc7caceb681fad740b897275824364ba1aacf77273e4a5ae983a6f0ea9ac20,Fatou Kouassi,F,1979-12-21,46,45-54,Côte d'Ivoire,Bouaké,Standard,Explorer,2024-05-05,241,Travel Agency,35,29,3,0,10,2024-11-11,2025-01-19,Travel Agency,ECONOMY,30.685714285714287,17526.210000000003,16782.210000000003,744.0,479.49171428571435,21.257142857142856,0.0857,0.8857,1,346,0,0,0,0,0,0,,,-0.5454545454545454,4.0,13,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0052,072d9be522344022b2d0cdd3a228fa536b1aed5708470c62cd430abf94f014ff,Didier Kouassi,F,1974-06-09,51,45-54,Côte d'Ivoire,Yamoussoukro,Business,None,2024-08-04,150,Mobile App,37,28,2,1,10,2024-11-15,2025-01-20,Corporate Desk,ECONOMY,28.324324324324323,16123.310000000001,15373.310000000001,750.0,415.4948648648649,20.27027027027027,0.0541,0.8378,1,345,0,0,0,0,0,0,,,-0.5909090909090909,3.75,14,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0053,ee567783eedecccb13dc9fad67631a4c35621b8859825425291e3d2e0d78a4a7,Nadia Konan,M,1982-11-04,43,35-44,Côte d'Ivoire,Yamoussoukro,Standard,Explorer,2024-06-12,203,Travel Agency,45,41,0,1,12,2024-11-14,2025-01-21,Travel Agency,ECONOMY,27.333333333333332,13403.450000000003,12521.45,882.0,278.25444444444446,19.6,0.0,0.8444,1,344,0,0,0,0,0,0,,,-0.6785714285714286,2.75,19,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0054,d94e00be5a61e80288061633f4ef977ed463c3757e808f58512002432e3b0ff5,Nadia Kone,F,2000-04-10,25,25-34,Nigeria,Lagos,Premium,None,2024-04-14,262,Web,43,31,1,2,12,2024-11-10,2025-01-29,Corporate Desk,ECONOMY,32.18604651162791,16129.919999999998,15325.919999999998,804.0,356.41674418604646,18.697674418604652,0.0233,0.814,1,336,0,0,0,0,0,0,,,-0.5555555555555556,3.25,9,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0055,2605f6bb8d8afe3e00fc65ab9f8c21eefb17fe65c881e988c2963af69fa31554,Nadia Mensah,M,1978-04-03,47,45-54,France,Paris,Budget,Explorer,2024-01-04,363,Mobile App,47,38,0,1,10,2024-11-12,2025-01-27,Web,ECONOMY,28.638297872340427,18153.42,17199.42,954.0,365.9451063829787,20.29787234042553,0.0,0.7872,1,338,0,0,0,0,0,0,,,-0.5789473684210527,3.25,26,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0056,0df965f4c4cd1ba3c3f486a05d90893ea515f0368c1d59b390d755149823e1c9,Aminata Sow,M,1972-12-12,53,45-54,France,Paris,Standard,Gold,2024-02-08,328,Web,33,25,0,3,12,2024-11-17,2025-01-22,Mobile App,ECONOMY,35.93939393939394,11681.51,11063.51,618.0,335.2578787878788,18.727272727272727,0.0,0.8182,1,343,0,0,0,0,0,0,,,-0.1,3.7142857142857144,12,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0057,604592e80f1acc4fe8de8be43b3f35bd7c54ea0d74a47277927740e73b1752fb,Awa Kone,M,1990-05-24,35,35-44,Ghana,Accra,Standard,Explorer,2023-05-04,608,Travel Agency,39,26,3,2,12,2024-11-10,2025-01-17,Mobile App,ECONOMY,30.46153846153846,12158.800000000001,11342.800000000001,816.0,290.8410256410257,20.923076923076923,0.0769,0.8205,1,348,0,0,0,0,0,0,,,-0.38461538461538464,3.5,17,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0058,c9422ed449abe7921dffc00741c50be539a080daf626bb0f113861e283ef75c2,Jean Amani,M,1972-04-23,53,45-54,Côte d'Ivoire,Abidjan,Premium,None,2024-01-17,350,Web,45,32,2,3,11,2024-11-03,2025-01-26,Mobile App,ECONOMY,29.866666666666667,17689.130000000005,16687.13,1002.0,370.82511111111114,22.266666666666666,0.0444,0.8222,1,339,0,0,0,0,0,0,,,-0.6203333333333334,4.0,16,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0059,f022c71d27d6106dfee420278ed5df780132235bd8990501fe57fc15509942b1,Amadou Ndiaye,F,1988-07-25,37,35-44,Nigeria,Lagos,Business,None,2023-02-22,679,Travel Agency,34,29,1,2,12,2024-11-17,2025-01-13,Corporate Desk,ECONOMY,28.61764705882353,17321.89,16685.89,636.0,490.7614705882353,18.705882352941178,0.0294,0.8235,1,352,0,0,0,0,0,0,,,0.0,3.75,6,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0060,a6c957603c0bf175aba79d4424e4614a7a84b8c6cad6058bc80169993823f599,Mariam Kouassi,M,1992-09-11,33,25-34,Benin,Cotonou,Business,Silver,2024-03-14,293,Web,41,34,1,2,12,2024-11-17,2025-01-25,Web,ECONOMY,27.902439024390244,15309.150000000001,14439.150000000003,870.0,352.1743902439025,21.21951219512195,0.0244,0.8049,1,340,0,0,0,0,0,0,,,-0.39390909090909093,3.3333333333333335,15,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0061,3dafe7a3e06622b88a5073be27bac6aa664b6ce4f0688d4fe790999d2233b1f3,Amadou Sow,F,1970-01-24,55,55+,Benin,Cotonou,Standard,Silver,2024-10-21,72,Travel Agency,34,29,0,1,10,2024-11-07,2025-01-22,Travel Agency,ECONOMY,28.88235294117647,11132.640000000001,10430.64,702.0,306.7835294117647,20.647058823529413,0.0,0.8824,1,343,0,0,0,0,0,0,,,-1.0,1.3333333333333333,8,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0062,2b75c5a090f57aea3e8cb9a5b5ba1832f770356a99a6ba631602731a95d83a49,Awa Sow,F,1975-08-14,50,45-54,Nigeria,Lagos,Standard,None,2024-10-30,63,Travel Agency,40,24,1,4,11,2024-11-04,2025-01-14,Web,ECONOMY,34.325,16766.619999999995,15866.619999999997,900.0,396.66549999999995,22.5,0.025,0.85,1,351,0,0,0,0,0,0,,,-0.42857142857142855,3.6666666666666665,8,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0063,1a64f2cbf617b897fbefd8603cc503db0f0e6e848c02f24f9ff2b419c462097f,Aminata Kouassi,M,1995-09-22,30,25-34,Nigeria,Lagos,Budget,Explorer,2023-03-18,655,Mobile App,40,25,3,3,12,2024-11-18,2025-01-24,Mobile App,ECONOMY,26.95,14293.040000000003,13399.040000000003,894.0,334.97600000000006,22.35,0.075,0.825,1,341,0,0,0,0,0,0,,,-0.4375,3.5,20,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0064,6b83ede15c394aaa925e869317ae4083556d4a2ce3283b467a2d0a896387b766,Nadia Sow,F,1993-06-25,32,25-34,France,Paris,Standard,Explorer,2023-09-07,482,Web,31,26,0,1,11,2024-11-11,2025-01-24,Travel Agency,ECONOMY,30.225806451612904,10568.62,10016.62,552.0,323.1167741935484,17.806451612903224,0.0,0.8387,1,341,0,0,0,0,0,0,,,-0.5714285714285714,2.875,10,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0065,c4f686eb07f75b22435b633b867d2a3344a3c2b10b25095b5bf7c9b82553b929,Jean Sow,F,1985-04-12,40,35-44,Ghana,Accra,Business,None,2023-01-21,711,Corporate Desk,37,27,3,1,10,2024-11-12,2025-01-23,Travel Agency,ECONOMY,28.18918918918919,16323.439999999999,15525.439999999999,798.0,419.60648648648646,21.56756756756757,0.0811,0.8649,1,342,0,0,0,0,0,0,,,-0.6,3.1675,13,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0066,f695e7596ab6cd5e829c363e534bdeb828729aaeb46ac3624fcc15277eea8911,Amadou Sow,F,1989-05-11,36,35-44,Nigeria,Lagos,Standard,Explorer,2024-01-04,363,Mobile App,33,26,1,0,12,2024-11-12,2025-01-27,Mobile App,ECONOMY,34.06060606060606,17398.62,16756.62,642.0,507.7763636363636,19.454545454545453,0.0303,0.7879,1,338,0,0,0,0,0,0,,,-0.6818181818181818,2.75,18,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0067,19166643f1d5e59615cb2eafe7705e50472eac584cd1e9a461e9700c8d53926f,Bintou Sow,F,1970-05-08,55,55+,Benin,Cotonou,Standard,Explorer,2023-11-16,412,Web,36,29,0,0,9,2024-11-10,2025-01-28,Corporate Desk,ECONOMY,30.52777777777778,17108.660000000003,16400.660000000003,708.0,455.573888888889,19.666666666666668,0.0,0.8333,1,337,0,0,0,0,0,0,,,-0.375,3.5,9,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0068,eccf2bbad131a7909b9631a60240791312443db216179f3ed944e8b24a467b8e,Awa Ouattara,M,1996-01-03,29,25-34,Ghana,Accra,Premium,Gold,2024-06-24,191,Corporate Desk,32,26,1,0,11,2024-11-11,2025-01-23,Mobile App,ECONOMY,24.75,13457.850000000002,12827.85,630.0,400.8703125,19.6875,0.0313,0.875,1,342,0,0,0,0,0,0,,,-0.4230769230769231,3.5,16,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0069,776554dabcab1e3a091a50fe476bce0afa931ee514f677d9c5083997f7eabd22,Yao Traore,F,1974-03-17,51,45-54,Nigeria,Lagos,Premium,Silver,2024-10-24,69,Corporate Desk,38,25,0,3,12,2024-11-13,2025-01-09,Web,ECONOMY,35.26315789473684,14047.960000000001,13351.960000000001,696.0,351.3673684210527,18.31578947368421,0.0,0.7895,1,356,0,0,0,0,0,0,,,-0.2222222222222222,2.7857142857142856,13,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0070,ec8093ba74169f419cc9bbb872cc86fa431e4fd8b38340209fd10a461c1aa08b,Bintou Konan,F,1973-04-19,52,45-54,Côte d'Ivoire,Abidjan,Standard,None,2023-05-12,600,Travel Agency,42,27,1,1,9,2024-11-10,2025-01-26,Corporate Desk,ECONOMY,31.261904761904763,16876.91,16204.91,672.0,385.8311904761905,16.0,0.0238,0.6905,1,339,0,0,0,0,0,0,,,-0.3888888888888889,3.0,11,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0071,e5b81a92c3e978c78ccb5949b4713f95bd6215cadf30a9504cbd39c49bb4a1fb,Aminata Ouattara,F,1971-02-10,54,45-54,France,Paris,Standard,None,2024-09-07,116,Web,31,18,1,4,11,2024-11-07,2025-01-13,Corporate Desk,ECONOMY,31.483870967741936,10473.85,9849.85,624.0,317.73709677419356,20.129032258064516,0.0323,0.8387,1,352,0,0,0,0,0,0,,,-0.5,4.0,4,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0072,4d9ee9a07c4fcf17db9a1a8708007d819ae78835d9b833e8617bb97824345dc5,Bintou Mensah,M,1982-06-21,43,35-44,Côte d'Ivoire,Abidjan,Standard,None,2023-09-10,479,Web,38,33,1,0,11,2024-11-04,2025-01-19,Web,ECONOMY,31.5,12047.45,11315.450000000003,732.0,297.7750000000001,19.263157894736842,0.0263,0.8158,1,346,0,0,0,0,0,0,,,-0.8571428571428571,2.3333333333333335,18,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0073,c67256e9de20c365677eb39e4dcc28f120c4b0adf57d5dc5cf984cce0ddb6f2b,Serge Mensah,F,1966-04-16,59,55+,Nigeria,Lagos,Budget,None,2024-03-10,297,Travel Agency,38,22,3,1,9,2024-11-12,2025-01-14,Mobile App,ECONOMY,28.394736842105264,17581.739999999998,16957.74,624.0,446.2563157894737,16.42105263157895,0.0789,0.7632,1,351,0,0,0,0,0,0,,,-0.5833333333333334,3.25,10,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0074,f42692be7be7c1b9197d1045633e7bf50dff726d91c3752550867ddfc6cc8e21,Nadia Konan,M,1991-06-22,34,25-34,Ghana,Accra,Budget,Silver,2024-05-31,215,Web,27,21,2,1,10,2024-11-13,2025-01-09,Travel Agency,ECONOMY,36.18518518518518,10347.699999999999,9669.7,678.0,358.1370370370371,25.11111111111111,0.0741,0.9259,1,356,0,0,0,0,0,0,,,-0.38883333333333336,4.0,8,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0075,42e525d530be5998ca17b9fca8e52051a210171e92805fd32e36a6ac69d7247c,Nadia Kouassi,M,1977-04-15,48,45-54,Ghana,Accra,Standard,Gold,2023-04-22,620,Corporate Desk,44,31,1,0,12,2024-11-11,2025-01-20,Travel Agency,ECONOMY,31.65909090909091,15219.649999999998,14403.649999999998,816.0,327.3556818181818,18.545454545454547,0.0227,0.75,1,345,0,0,0,0,0,0,,,-0.5833333333333334,3.1666666666666665,17,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0076,cbf0d40c6d0c784fda35ab52aba42355c407af6d5b74ed05fe823e4fa553d379,Mariam Kouassi,M,1991-11-02,34,25-34,France,Paris,Premium,None,2023-01-25,707,Mobile App,30,22,1,1,11,2024-11-10,2025-01-19,Mobile App,ECONOMY,33.266666666666666,10894.28,10264.28,630.0,342.1426666666667,21.0,0.0333,0.8667,1,346,0,0,0,0,0,0,,,-0.8,4.0,12,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0077,70b7d15d7fa1e6004f1d6f54f1665143400255c9fed0dc3c477c5073966baa92,Awa Konan,F,1990-08-23,35,35-44,Nigeria,Lagos,Business,Gold,2023-06-19,562,Travel Agency,39,31,0,0,11,2024-11-09,2025-01-20,Web,ECONOMY,30.76923076923077,15202.339999999998,14524.339999999998,678.0,372.4189743589743,17.384615384615383,0.0,0.6923,1,345,0,0,0,0,0,0,,,-0.775,2.4175,15,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0078,1a8227a7eaf12f2bb551c7536b854d26588c756d83af61ee7feaa7200bd0b754,Mariam Sow,M,1967-05-22,58,55+,Ghana,Accra,Business,Gold,2024-03-29,278,Mobile App,28,25,1,1,12,2024-11-03,2025-01-22,Web,ECONOMY,30.678571428571427,10753.32,10225.320000000002,528.0,365.19000000000005,18.857142857142858,0.0357,0.8571,1,343,0,0,0,0,0,0,,,-0.3055555555555556,3.125,16,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0079,4bdb9f8edbc50d3b8a47f20ad0b0093d81d492cfb01b55bb6701c9192b587bcf,Awa Traore,M,1970-06-14,55,55+,Côte d'Ivoire,Abidjan,Standard,Silver,2024-01-25,342,Travel Agency,52,41,3,3,12,2024-11-04,2025-01-22,Web,ECONOMY,30.307692307692307,19938.73,18834.730000000003,1104.0,362.2063461538462,21.23076923076923,0.0577,0.8846,1,343,0,0,0,0,0,0,,,-0.6071428571428571,3.1666666666666665,21,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0080,b304bb117e1a696ccf6ad819d9b9467dfd024d233171546038a5bdddfe67a625,Amadou Traore,F,1995-04-12,30,25-34,Senegal,Dakar,Budget,Explorer,2024-04-30,246,Web,31,24,2,1,11,2024-11-08,2025-01-25,Web,ECONOMY,34.483870967741936,9608.199999999999,8966.2,642.0,289.23225806451615,20.70967741935484,0.0645,0.871,1,340,0,0,0,0,0,0,,,-0.7857142857142857,3.25,12,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0081,0c622be3033cca202d4d84712fa316e6f8daeeee92f692ef0e68de246c3d8e45,Amadou Kouassi,M,1967-07-02,58,55+,Benin,Cotonou,Budget,Gold,2023-09-21,468,Mobile App,33,26,0,1,11,2024-11-11,2025-01-19,Corporate Desk,ECONOMY,34.54545454545455,10838.509999999998,10202.51,636.0,309.1669696969697,19.272727272727273,0.0,0.8485,1,346,0,0,0,0,0,0,,,-0.453125,3.1855555555555557,24,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0082,0963c04f104f41708cb1c9b6e31c352cfee97e7d59c9e5e266af948e0ef8d49a,Koffi Ndiaye,M,1988-05-11,37,35-44,Benin,Cotonou,Standard,Silver,2023-11-21,407,Travel Agency,38,31,1,0,12,2024-11-13,2025-01-20,Corporate Desk,ECONOMY,28.07894736842105,12470.239999999998,11750.239999999998,720.0,309.2168421052631,18.94736842105263,0.0263,0.8158,1,345,0,0,0,0,0,0,,,0.18181818181818182,4.0,11,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0083,a7f45da42183129e0bb5868f33d2e92898b7ec830dfdac6271c70f180a134489,Awa Ndiaye,F,1966-04-04,59,55+,Senegal,Dakar,Business,Explorer,2024-01-31,336,Travel Agency,46,36,2,3,12,2024-11-07,2025-01-28,Web,ECONOMY,32.34782608695652,14941.210000000001,14029.210000000001,912.0,304.98282608695655,19.82608695652174,0.0435,0.8478,1,337,0,0,0,0,0,0,,,-0.4166666666666667,3.111111111111111,15,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0084,23985b0ecd9ded9af898b57fa62b48e8c0d9e5d52a6e515f9bf92e6c56d52e9a,Nadia Diallo,M,1976-01-26,49,45-54,Nigeria,Lagos,Business,Silver,2024-09-13,110,Mobile App,39,26,1,1,12,2024-11-20,2025-01-20,Corporate Desk,ECONOMY,29.923076923076923,13000.750000000002,12142.750000000002,858.0,311.35256410256414,22.0,0.0256,0.8205,1,345,0,0,0,0,0,0,,,-0.5,2.6875,16,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0085,fd86816eb59d2ec264d1c6d3482cd2e0794fc1d18a8cbe5ab49294df7fc57d75,Jean Kone,M,1970-09-07,55,55+,Senegal,Dakar,Business,None,2023-03-08,665,Web,35,29,1,1,12,2024-11-07,2025-01-14,Corporate Desk,ECONOMY,32.77142857142857,11155.639999999998,10285.639999999998,870.0,293.87542857142853,24.857142857142858,0.0286,0.9143,1,351,0,0,0,0,0,0,,,-0.7575454545454545,3.6666666666666665,15,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0086,961409c49657b016435fc6fb3330a671b8576dbec5d5dff423e0f54b0805e1c8,Bintou Sow,M,1975-07-04,50,45-54,Nigeria,Lagos,Standard,None,2023-04-09,633,Corporate Desk,35,30,2,1,11,2024-11-07,2025-01-23,Corporate Desk,ECONOMY,26.228571428571428,11681.230000000001,10931.23,750.0,312.3208571428571,21.428571428571427,0.0571,0.9143,1,342,0,0,0,0,0,0,,,-0.7272727272727273,3.0,17,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0087,df951915297ce89ba6b98e18c5ed498ac4c36500c00accb970e8b2e16c41015b,Serge Kone,F,1979-03-14,46,45-54,Nigeria,Lagos,Standard,Silver,2024-07-05,180,Web,27,19,1,4,10,2024-11-05,2025-01-21,Corporate Desk,ECONOMY,30.74074074074074,11220.310000000001,10566.310000000001,654.0,391.34481481481487,24.22222222222222,0.037,0.9259,1,344,0,0,0,0,0,0,,,-0.75,2.3333333333333335,11,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0088,6f5c7bb531e6faa5b30c4257ad1e78bb5524f91b6e44ea94adca33934c302411,Fatou Mensah,M,1988-05-24,37,35-44,Senegal,Dakar,Budget,None,2023-09-09,480,Mobile App,43,30,1,5,12,2024-11-03,2025-01-15,Web,ECONOMY,29.74418604651163,14328.279999999999,13284.28,1044.0,308.93674418604655,24.27906976744186,0.0233,0.8837,1,350,0,0,0,0,0,0,,,-0.42857142857142855,2.875,10,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0089,a6d1e29920e24f62c961c52777d3041375e35858cfb02e585790354563f873c5,Fatou Ndiaye,F,1985-02-13,40,35-44,Ghana,Accra,Premium,Explorer,2023-08-25,495,Web,48,36,2,1,12,2024-11-05,2025-01-20,Corporate Desk,ECONOMY,29.041666666666668,18031.769999999997,16963.769999999997,1068.0,353.41187499999995,22.25,0.0417,0.875,1,345,0,0,0,0,0,0,,,-0.75,2.3333333333333335,11,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0090,4de314292c083c17ec5bfd0fb8e2a0d2a6620bda4d7540365662c9cf92faa3bd,Nadia Konan,F,1965-08-27,60,55+,Benin,Cotonou,Business,Gold,2023-02-11,690,Travel Agency,48,38,2,0,12,2024-11-09,2025-01-20,Mobile App,ECONOMY,28.833333333333332,20928.84,20034.84,894.0,417.3925,18.625,0.0417,0.8333,1,345,0,0,0,0,0,0,,,-0.85,2.25,24,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0091,a08205a9da385dbcd42af7ee2bb4155868517066b234e555ccd402e46b527a63,Koffi Konan,F,1977-02-12,48,45-54,Ghana,Accra,Standard,None,2024-11-11,51,Web,26,18,1,1,11,2024-11-03,2025-01-25,Web,ECONOMY,28.615384615384617,7287.21,6795.21,492.0,261.35423076923075,18.923076923076923,0.0385,0.8846,1,340,0,0,0,0,0,0,,,-0.6666666666666666,2.5,6,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0092,af531adadbf3396d1c8f2f96ec4b89ed27a0de94800b169620f1b029b240c568,Aminata Ndiaye,M,1978-01-12,47,45-54,Côte d'Ivoire,Bouaké,Budget,None,2023-09-19,470,Web,36,30,1,0,12,2024-11-11,2025-01-19,Travel Agency,ECONOMY,26.11111111111111,17596.429999999997,16822.43,774.0,467.2897222222222,21.5,0.0278,0.8611,1,346,0,0,0,0,0,0,,,-0.7023571428571429,3.1666666666666665,22,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0093,01123065b1e386e1c55f3611a14b77abac62d19a674d708b17d71d439c6affed,Serge Kouassi,F,1985-07-22,40,35-44,France,Paris,Budget,None,2023-07-28,523,Web,45,35,2,1,10,2024-11-07,2025-01-20,Web,ECONOMY,27.42222222222222,17294.25,16436.25,858.0,365.25,19.066666666666666,0.0444,0.8,1,345,0,0,0,0,0,0,,,-0.6944166666666667,4.25,19,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0094,a9925d6b5a32c12567e2c6f88fcdecac2a090da3d19b850eda444d5deaebfabf,Bintou Kone,F,1991-02-26,34,25-34,Nigeria,Lagos,Business,None,2024-06-30,185,Web,50,42,1,0,11,2024-11-10,2025-01-15,Web,ECONOMY,35.7,20192.079999999998,19190.08,1002.0,383.8016,20.04,0.02,0.82,1,350,0,0,0,0,0,0,,,-0.8235294117647058,3.25,21,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0095,c572f50d01499ba64f95a4fb2ab0dfc5cab906d1b33ce7caea568cb2d3d7cedf,Mariam Ouattara,M,1991-05-22,34,25-34,Benin,Cotonou,Standard,None,2024-08-03,151,Travel Agency,33,25,2,2,12,2024-11-17,2025-01-27,Travel Agency,ECONOMY,30.424242424242426,12412.839999999998,11752.839999999998,660.0,356.1466666666666,20.0,0.0606,0.8788,1,338,0,0,0,0,0,0,,,-0.16666666666666666,2.8,6,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0096,df0aa4e91d53120a4c12967790e057f275b6007a9898ffbc8c667bc6b59b94d5,Amadou Konan,M,1977-07-24,48,45-54,Nigeria,Lagos,Standard,None,2023-06-10,571,Corporate Desk,37,23,2,5,12,2024-11-16,2025-01-26,Web,ECONOMY,28.2972972972973,11194.099999999999,10480.099999999997,714.0,283.24594594594583,19.2972972972973,0.0541,0.7568,1,339,0,0,0,0,0,0,,,-0.8055,4.0,9,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
CUST0097,6569f866e835eb8ddf8c44e5b90fd7afbf5c6e2a1656879f5ab3c1481a730b5a,Koffi Ouattara,M,1994-03-05,31,25-34,Côte d'Ivoire,Abidjan,Budget,None,2024-02-11,325,Web,47,38,1,1,12,2024-11-05,2025-01-20,Web,ECONOMY,25.95744680851064,18249.88,17235.879999999997,1014.0,366.72085106382974,21.574468085106382,0.0213,0.8298,1,345,0,0,0,0,0,0,,,-0.6538461538461539,2.8333333333333335,17,Très fidèle,High-value,Dormant,2026-05-25 09:39:38.779183,2026-05-25 11:30:19.12645+00
