customer_id,customer_hk,first_name,last_name,full_name,gender,birth_date,age,age_group,country,city,customer_segment,loyalty_tier,signup_date,preferred_channel,days_since_signup,valid_from,snapshot_date
CUST0095,c572f50d01499ba64f95a4fb2ab0dfc5cab906d1b33ce7caea568cb2d3d7cedf,Mariam,Ouattara,Mariam Ouattara,M,1991-05-22,34,25-34,Benin,Cotonou,Standard,None,2024-08-03,Travel Agency,151,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0096,df0aa4e91d53120a4c12967790e057f275b6007a9898ffbc8c667bc6b59b94d5,Amadou,Konan,Amadou Konan,M,1977-07-24,48,45-54,Nigeria,Lagos,Standard,None,2023-06-10,Corporate Desk,571,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0097,6569f866e835eb8ddf8c44e5b90fd7afbf5c6e2a1656879f5ab3c1481a730b5a,Koffi,Ouattara,Koffi Ouattara,M,1994-03-05,31,25-34,Côte d'Ivoire,Abidjan,Budget,None,2024-02-11,Web,325,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0098,3f0bfdeaeb37d7d91421da83880da6a02657c36d384dbc5a089edd6d90964dd2,Didier,Amani,Didier Amani,F,1974-06-10,51,45-54,France,Paris,Standard,Gold,2023-04-22,Corporate Desk,620,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0099,096f673ec6c0739617329767916d694197d29a0a0ec0e4235795e8abd0f93b69,Yao,Mensah,Yao Mensah,F,1967-08-11,58,55+,Nigeria,Lagos,Standard,Explorer,2023-03-30,Mobile App,643,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0100,a10ca7320634e867968f4746b73fd31aaaeaea1f46f6877a36c1a05a2a067205,Yao,Ndiaye,Yao Ndiaye,M,1977-08-06,48,45-54,Benin,Cotonou,Budget,Gold,2023-06-10,Corporate Desk,571,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0101,3ffa0432e2307c66b8ab76fa2993e3bba78f1c4b60f13132b0e5c81cf51ee038,Koffi,Diallo,Koffi Diallo,F,1977-01-18,48,45-54,Senegal,Dakar,Business,None,2024-02-04,Corporate Desk,332,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0102,bf1c1dc42a4dfa4038001610fdee70e01ccc524b4060ecff863b620903faa3c5,Aminata,Mensah,Aminata Mensah,M,1984-10-08,41,35-44,France,Paris,Standard,Explorer,2024-05-30,Corporate Desk,216,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0103,3373b294051a88334c35a431e3979d750e1cc1ead73eed8c24b8e5f398c5b68f,Awa,Konan,Awa Konan,M,1994-04-15,31,25-34,Ghana,Accra,Business,Silver,2024-02-14,Web,322,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0104,6813a785ec1b28909ccf713098110abeb6f1472356d44a308b64f250e2441303,Mariam,Amani,Mariam Amani,M,1988-02-26,37,35-44,Côte d'Ivoire,Bouaké,Standard,Silver,2023-02-11,Mobile App,690,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0105,ccabdcf647292857d8273dabc468e80b542f08e686f1f0802a0b179caf534c27,Serge,Amani,Serge Amani,F,1968-09-13,57,55+,Côte d'Ivoire,Yamoussoukro,Premium,None,2023-03-09,Web,664,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0106,eccd2d9ad86ea62127e93941fa405c017c98451e13310a4d1c6766fbafbce0cd,Mariam,Kone,Mariam Kone,M,1975-11-26,50,45-54,Ghana,Accra,Budget,Explorer,2023-09-16,Mobile App,473,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0107,7447d2603c2c424b005b4f8a60ce9ec234b08fd94efb2c0aca0c232f5fe8211a,Didier,Mensah,Didier Mensah,M,1974-05-17,51,45-54,Senegal,Dakar,Standard,None,2024-06-02,Mobile App,213,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0108,2ac07abd362acce3ef7b3658191b111f10bc4a4c03ed50e940d4e31e8d14e24d,Jean,Konan,Jean Konan,F,1976-07-06,49,45-54,Senegal,Dakar,Business,Gold,2023-06-22,Travel Agency,559,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0109,0865096f485ac85baef111663fa380fb6362a932b275c960017cad4f3ae935a9,Bintou,Konan,Bintou Konan,M,1993-09-17,32,25-34,Côte d'Ivoire,Yamoussoukro,Business,Gold,2023-09-16,Corporate Desk,473,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0110,1aaf0bf1a9d67c8c5138d743ebca9115487648543232797ce30e0d5401f4fadf,Jean,Mensah,Jean Mensah,M,1988-10-05,37,35-44,Benin,Cotonou,Standard,None,2023-08-24,Mobile App,496,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0111,b2d1279911ea618697f12db41fd6d63e406d1824d39f5d68c2d42fd6451d1fe0,Serge,Konan,Serge Konan,M,1998-05-10,27,25-34,France,Paris,Business,Silver,2023-08-15,Mobile App,505,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0112,f7b7366c35eeee5520f92910a82af2530681d9b63223243dce3d3647735f5186,Didier,Ouattara,Didier Ouattara,M,1997-06-02,28,25-34,Senegal,Dakar,Standard,Explorer,2023-02-16,Web,685,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0113,40ce1a908d5dcc6a9fcfa497be203b2e5b267b11b229eadff822302f4a66ac43,Awa,Ndiaye,Awa Ndiaye,M,1984-02-17,41,35-44,Côte d'Ivoire,Bouaké,Standard,Explorer,2023-11-05,Mobile App,423,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0114,b91031ae003ba53af5f101e9bab7210e51fe0ce4f69d2d516ad3211307f0cd6d,Jean,Ndiaye,Jean Ndiaye,M,1975-03-01,50,45-54,Ghana,Accra,Business,Explorer,2023-03-07,Mobile App,666,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0115,d198394608a31e43d8424102bb92133afd20a189d33022b3c2c8c25e679479a6,Fatou,Ouattara,Fatou Ouattara,M,1965-01-21,60,55+,Benin,Cotonou,Standard,Explorer,2024-09-08,Corporate Desk,115,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0116,944be55205b600047fd2d8e6cda4320b67395b3ee6906b98ca3cf90154546c87,Mariam,Konan,Mariam Konan,F,1968-09-01,57,55+,Ghana,Accra,Budget,None,2023-04-18,Web,624,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0117,2348e848b9e41951c161b494f498b6b5e113374487f071dd53e52bb5e960064b,Bintou,Kouassi,Bintou Kouassi,F,1991-04-17,34,25-34,France,Paris,Business,None,2023-11-13,Web,415,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0118,56d5d54150e778444ffd012068b15e5d8dc71388a2dd09a7ee37f2cb9a7b3975,Aminata,Konan,Aminata Konan,M,1999-01-13,26,25-34,Senegal,Dakar,Business,Explorer,2024-11-02,Corporate Desk,60,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0119,84431cd2fa19b38cfe31d24a54d9da41da054374a761dca293387183aa8e100c,Yao,Traore,Yao Traore,M,1979-11-02,46,45-54,Ghana,Accra,Standard,Silver,2023-09-27,Web,462,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0120,304a3f40efe725cbf2744290b0860de129f2d3555b6e0517fd629d4da23487ab,Aminata,Sow,Aminata Sow,M,1998-05-10,27,25-34,Senegal,Dakar,Budget,Explorer,2023-06-23,Travel Agency,558,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0121,be594c547d064962e8d6c9b87e0b864d13e8a48f9a1be1e1df3d60db54f2f06e,Serge,Kouassi,Serge Kouassi,F,1985-04-13,40,35-44,Ghana,Accra,Standard,Explorer,2024-10-07,Corporate Desk,86,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0122,e23bd94b216690e739cc0986c39cde6fdc6ad7438fb8229b465bebd30bc8a375,Bintou,Konan,Bintou Konan,F,1992-12-08,33,25-34,Nigeria,Lagos,Business,Explorer,2024-08-22,Web,132,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0123,17fe34ec09f49078a9898fd71c63fcee20d06cc9ae7eb950e6675e7afd300184,Mariam,Diallo,Mariam Diallo,F,1966-02-04,59,55+,France,Paris,Standard,None,2023-01-30,Web,702,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0124,99a3095ada26093c0f955b8c3d29f06b1b02c7fdd44252a7ac1bb5fe2d0b89e5,Mariam,Konan,Mariam Konan,F,1967-02-28,58,55+,Côte d'Ivoire,Yamoussoukro,Business,None,2024-06-30,Web,185,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0125,33c6d746dfe409ecf823e9e4eb7eca2771274a4852f0a8cfdec4fc296a5f6ecd,Amadou,Traore,Amadou Traore,F,1978-04-04,47,45-54,Benin,Cotonou,Budget,Silver,2024-10-11,Web,82,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0126,b8b9f7306ca17fc7f9597dc8263b87db61d6b9d711ff051b03fe1a0da666ff51,Aminata,Mensah,Aminata Mensah,M,1971-03-04,54,45-54,Benin,Cotonou,Standard,None,2023-09-25,Web,464,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0127,a98602dfc7b523015f34d4ea979d61659706b2d1299ed319b2c2c6d6e059dc63,Fatou,Mensah,Fatou Mensah,F,1988-06-25,37,35-44,Senegal,Dakar,Business,Explorer,2023-02-01,Corporate Desk,700,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0128,4e21d83a7660d74965dcf5289e8b055fc6f7cd9ec097848bace9bc5aa80bd229,Amadou,Sow,Amadou Sow,F,1987-08-23,38,35-44,Côte d'Ivoire,Abidjan,Standard,None,2023-04-04,Travel Agency,638,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0129,a523d62cb572b3e7d797d918282a42e425d4b70b7b581e9ecee34b18af8411de,Amadou,Konan,Amadou Konan,F,1983-01-01,42,35-44,Ghana,Accra,Standard,Explorer,2023-07-08,Corporate Desk,543,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0130,3f6cd29650830ada6ed70a5734c0f3e5db0c23d4ecf7e72c9786230f6c952ff2,Jean,Sow,Jean Sow,M,1975-05-27,50,45-54,France,Paris,Premium,None,2023-06-19,Web,562,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0131,00cb62e05240c8ff01468162fd3f742350d730f35fbe0d8963ce0340bd54bc94,Koffi,Kone,Koffi Kone,F,1985-06-04,40,35-44,Benin,Cotonou,Premium,Gold,2023-03-30,Corporate Desk,643,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0132,2d392abe6dd2d95c528281f61f14281edb82ddf3b5632d26349f74d47a5bd764,Awa,Amani,Awa Amani,F,1984-05-14,41,35-44,Benin,Cotonou,Standard,Gold,2023-08-28,Corporate Desk,492,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0133,9ea16008e97b686eac34b39f29fc2f240f848575dbae03b1fa40b47e3c2dccda,Bintou,Ndiaye,Bintou Ndiaye,F,1987-10-11,38,35-44,Ghana,Accra,Business,Explorer,2024-07-21,Travel Agency,164,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0134,c1005c93b81fde175883eca4e705417b99137d730d2afc1d32029fd4ff203f97,Nadia,Kone,Nadia Kone,M,1979-03-11,46,45-54,Ghana,Accra,Standard,Silver,2024-06-03,Mobile App,212,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0135,7645f0a96741502d65a3c16397ea17a13b63715fd803f9732639da2607219a57,Fatou,Ndiaye,Fatou Ndiaye,F,1974-04-24,51,45-54,Senegal,Dakar,Standard,None,2023-08-30,Travel Agency,490,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0136,aa1c0399752a726f26e95a3d6fc6252dea03d4047a005fa56a0cf17260f80d05,Fatou,Traore,Fatou Traore,F,1971-04-13,54,45-54,Ghana,Accra,Premium,Silver,2023-11-01,Corporate Desk,427,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0137,0c7d269d315372eee45e8bad094f55710c3149813c175ad48085ee70ac291442,Yao,Traore,Yao Traore,F,1982-04-13,43,35-44,Senegal,Dakar,Budget,Explorer,2024-03-23,Mobile App,284,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0138,04de453e23d045de9c2fa4cfce968faca5f50b868a39f1cf1c40a79badbd2839,Aminata,Mensah,Aminata Mensah,M,1966-03-09,59,55+,France,Paris,Budget,None,2024-03-16,Corporate Desk,291,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0139,4e2476fa42c6dbc7ec81efe739c3d6cd4c9bcee0e7c7b6a5c0dab22f14e47e2d,Aminata,Ndiaye,Aminata Ndiaye,F,1976-11-04,49,45-54,Ghana,Accra,Standard,None,2023-04-11,Corporate Desk,631,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0140,7174e2e2ec412b9613da3bdc0a270d4f3449a649b91decdc360e0e964dba2f92,Amadou,Diallo,Amadou Diallo,M,1992-08-15,33,25-34,Ghana,Accra,Standard,Explorer,2024-11-22,Mobile App,40,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0141,b076cbd41db3a06bb72da446ea174594560b248dffa29d204a3df250245837a7,Jean,Konan,Jean Konan,M,1996-02-02,29,25-34,Benin,Cotonou,Standard,None,2023-07-24,Travel Agency,527,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0142,c42b4d5e89a7d3e8847acc4136100cc3bd43d192eb02469f96fddf74bead7728,Didier,Kone,Didier Kone,F,1995-09-01,30,25-34,Côte d'Ivoire,Yamoussoukro,Business,Explorer,2023-12-18,Corporate Desk,380,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0143,e9d6d154bfcd065ac08b2e6a35dd6f21d1f6424b8573620c9b0d3a82750fdde5,Nadia,Kouassi,Nadia Kouassi,F,1990-09-25,35,35-44,Benin,Cotonou,Business,Explorer,2024-10-14,Web,79,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0144,a2270917274ea6a8e42a9a50a7b128148798b5c7c526a77051c8be2da19ad2f0,Fatou,Ouattara,Fatou Ouattara,M,1968-01-03,57,55+,Senegal,Dakar,Premium,Explorer,2024-11-22,Travel Agency,40,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0145,e01a224fd4e506554951bebe55ddd3507f5ba417d2f7be2ae8f7dfdbf1fdbe90,Fatou,Traore,Fatou Traore,F,1984-12-13,41,35-44,France,Paris,Premium,Gold,2024-04-18,Mobile App,258,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0146,e52e138c6975df7535f98b8d5d7f108f5f103f4c6df9b37eb5663f92171ce814,Mariam,Traore,Mariam Traore,F,1995-11-18,30,25-34,Ghana,Accra,Business,None,2024-11-13,Corporate Desk,49,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0147,06bdda6af1f4d8a3b6a95662e8944471eb2de45565d693fd3746f40e4d7a799f,Fatou,Sow,Fatou Sow,F,1995-06-26,30,25-34,Nigeria,Lagos,Standard,Explorer,2023-09-17,Corporate Desk,472,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0148,90b31f09d8e2b504d22a08e5c94ad11e4d8ee651c6793a4656f066aff0109ee4,Mariam,Kone,Mariam Kone,F,1982-06-08,43,35-44,Benin,Cotonou,Standard,Explorer,2024-09-30,Web,93,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0149,abfb1eb3fd28be58880a32554dcdb4e7862e80e1d4e8e87345b4398c0a0dea3b,Jean,Diallo,Jean Diallo,M,1989-01-03,36,35-44,Benin,Cotonou,Business,None,2023-12-20,Web,378,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0150,2d6dc2746e09739f080a4e25f620ad7048e9e4d46e2a82d34cf4f45bfa1e7470,Awa,Kouassi,Awa Kouassi,F,1983-05-20,42,35-44,Benin,Cotonou,Standard,Gold,2023-07-10,Corporate Desk,541,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0151,cf94e3352f58934664b11b5f2afad4ee5b864912e719a35432d212349e0f7b6e,Mariam,Kouassi,Mariam Kouassi,M,1999-03-20,26,25-34,Senegal,Dakar,Business,Gold,2024-10-13,Travel Agency,80,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0152,846c61738770e2e42d8b80ac4bce86193da1e7e5957b03abb64aea9610f07aeb,Nadia,Kouassi,Nadia Kouassi,F,1993-11-04,32,25-34,Ghana,Accra,Standard,None,2023-05-23,Corporate Desk,589,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0153,a1c942dbad0761a914fb30591f71e461bf1224e431bf04244ffd6df4e9392a57,Bintou,Konan,Bintou Konan,M,1994-03-23,31,25-34,Nigeria,Lagos,Standard,None,2024-09-05,Web,118,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0154,1ce667464583f815ea81fb0b6183f181605931bf9a0c49fd9876b2c7d5d3389f,Jean,Kone,Jean Kone,M,1983-08-12,42,35-44,Ghana,Accra,Standard,Gold,2023-03-19,Mobile App,654,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0155,fdd14578988b81b7333aa6c356561309d710312bb35072cc50cef6e0c25ab2e5,Jean,Konan,Jean Konan,F,1967-11-24,58,55+,Benin,Cotonou,Business,None,2024-05-10,Corporate Desk,236,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0156,895c2a36ee1f18372b888162e8ad07f0e3bcee2b9ece1aadbbddd0dc93bbbfc9,Awa,Kouassi,Awa Kouassi,M,1973-06-04,52,45-54,Ghana,Accra,Standard,Silver,2024-07-21,Mobile App,164,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0157,289d189184b72625086b61c68ded581d3099c5663184d1b8682a2464643b6c62,Amadou,Amani,Amadou Amani,M,1981-09-02,44,35-44,Senegal,Dakar,Standard,Silver,2024-02-18,Travel Agency,318,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0158,a4774b377a52d3cc96f1a7e9d59d22ffdf7a643a2c0abc1e578b21c450969205,Fatou,Sow,Fatou Sow,M,1978-11-16,47,45-54,France,Paris,Standard,None,2023-11-03,Mobile App,425,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0159,4649889888b2d274d507c34fb3c592a8c04932e31c0ae191b36f17b3ddc7d89b,Aminata,Traore,Aminata Traore,F,1990-12-18,35,35-44,France,Paris,Standard,None,2023-11-04,Web,424,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0160,0fe6ad564c83d873edcde5eb1a05d2fe2046e8b283b35f88c5caa596958397fa,Awa,Kouassi,Awa Kouassi,M,1968-09-18,57,55+,Côte d'Ivoire,Yamoussoukro,Standard,None,2024-11-20,Web,42,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0161,62d60cda008ab070ccffc13dbc8e2e25090fa895b945da9989dd19d285052586,Awa,Kone,Awa Kone,F,1971-11-06,54,45-54,Ghana,Accra,Standard,None,2024-11-02,Web,60,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0162,ab782bf8782591bb9fb8ad031c7dfc2900e17188f47fb122ad4d5df5978ec06d,Mariam,Mensah,Mariam Mensah,M,1984-03-14,41,35-44,Senegal,Dakar,Standard,Explorer,2024-10-19,Web,74,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0163,deaf533376a01ebbb1c68c3dc4c73160116ac155bdcfd762cfe3aaaa81053b18,Didier,Sow,Didier Sow,F,1972-07-19,53,45-54,Nigeria,Lagos,Standard,None,2024-02-01,Mobile App,335,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0164,7e63c4cd649ae31a8b5f362818007f54e7e92234458297875e0bec40945b53c2,Amadou,Sow,Amadou Sow,F,1970-11-16,55,55+,Nigeria,Lagos,Business,Explorer,2024-03-13,Web,294,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0165,6a3e7a6ef562e03a41a0df0eb131e14e6560f33392cb92b0a83f19156ec63ec7,Aminata,Traore,Aminata Traore,F,1978-02-05,47,45-54,Côte d'Ivoire,Bouaké,Budget,Silver,2023-09-06,Corporate Desk,483,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0166,d2655c3f52cbc5ef7abf39c317b17e5af5002d458c325ac7d2ddc6dab89f85af,Serge,Diallo,Serge Diallo,F,1988-12-23,37,35-44,Benin,Cotonou,Business,None,2024-10-05,Corporate Desk,88,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0167,f11b1508c97e1c40036f877869111382bd3f9661d20c095d4b80d207a20aa0ae,Aminata,Mensah,Aminata Mensah,F,1967-01-02,58,55+,Nigeria,Lagos,Business,Silver,2024-09-25,Web,98,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0168,1a56935d8d423acf0155132cddb13d287238ac07a577630576e1a727aa39560b,Fatou,Mensah,Fatou Mensah,F,1996-10-02,29,25-34,Nigeria,Lagos,Standard,Explorer,2024-03-25,Corporate Desk,282,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0169,ceb3bab3625a4581746cc5d2218d02cb72dc6d6303298ea02653db24fea9e8c5,Mariam,Diallo,Mariam Diallo,F,1988-11-06,37,35-44,Benin,Cotonou,Standard,Silver,2024-04-08,Travel Agency,268,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0170,f8f0ce1a2e5dec17980b07c6e8651f319d7f2b41e157fa47cb9a08f28d0bdc68,Jean,Mensah,Jean Mensah,M,1968-10-21,57,55+,France,Paris,Business,Silver,2023-01-16,Mobile App,716,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0171,7c7a0d1d80285f4848dcddfdb5edcc39588672b4af559dea6abf9e980f49cdbb,Fatou,Ndiaye,Fatou Ndiaye,M,1980-07-13,45,45-54,France,Paris,Standard,Gold,2024-04-07,Travel Agency,269,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0172,d10c9be26e5df2d6851fdedd8b889b4ca5b480316f28bd8fdb184f59ef0aacc2,Awa,Amani,Awa Amani,M,1982-07-06,43,35-44,Benin,Cotonou,Standard,None,2024-08-08,Mobile App,146,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0173,235da318a7472d9b432732b31d08f5fb551b8d08183cd85b1456a25978d90708,Bintou,Kone,Bintou Kone,M,1999-02-18,26,25-34,Senegal,Dakar,Business,None,2023-08-28,Travel Agency,492,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0174,cdfe94204e0cee5e1686a0469e581c6cf98ba0b78869708757693e6ff35e658e,Awa,Ouattara,Awa Ouattara,M,1978-05-19,47,45-54,France,Paris,Business,Explorer,2023-03-31,Travel Agency,642,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0175,eec93556bb8c672cf99af98b0ffebf54443be0c996c025b07e2d86b319fc2788,Yao,Ouattara,Yao Ouattara,M,1998-06-16,27,25-34,Côte d'Ivoire,Yamoussoukro,Standard,None,2023-07-16,Web,535,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0176,e5beb8adc1746bfd81cb45c0b1dd0f0982b2c2923d8ffdd7eb06042bb70b570c,Serge,Mensah,Serge Mensah,M,1987-07-25,38,35-44,Ghana,Accra,Standard,Gold,2024-05-20,Travel Agency,226,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0177,11c4faac0cf841c323e863d0eb464412208f789bbfbedecab1c7717015cb289c,Jean,Kone,Jean Kone,F,1974-06-20,51,45-54,Côte d'Ivoire,Abidjan,Standard,Explorer,2023-01-22,Web,710,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0178,7e41a91083ac9f6301f8eb6da134e25a54c6e1ec1904dbdcdcb38856ce042f9f,Yao,Ndiaye,Yao Ndiaye,M,1978-05-25,47,45-54,Côte d'Ivoire,Bouaké,Standard,Gold,2024-08-30,Mobile App,124,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0179,67758795f5a443d62f06600575d5099f7a163b8e15a62c03a3ab86e5925b5929,Awa,Amani,Awa Amani,F,1976-07-03,49,45-54,Senegal,Dakar,Budget,Explorer,2024-04-14,Corporate Desk,262,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0180,584da61e20a72634e30cee06eeb16098e057414a1c6dd1c2fa47650127fab5e4,Didier,Ouattara,Didier Ouattara,F,1970-05-11,55,55+,Côte d'Ivoire,Yamoussoukro,Standard,None,2024-11-16,Corporate Desk,46,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0181,b961160d159dfd28e3c74e4f5e5c7677c7055d20049ec8b4c5861bdfeac6064b,Nadia,Diallo,Nadia Diallo,M,1980-12-08,45,45-54,Ghana,Accra,Budget,None,2023-12-27,Web,371,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0182,a9799f05bbc4a5d0bc9f771355f3be229489e8c45d36da9982ff754e1cf9663a,Awa,Konan,Awa Konan,M,1997-12-24,28,25-34,France,Paris,Budget,None,2023-01-06,Mobile App,726,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0183,818691c09f930f792c0619fb3984c7130e70c0c1ef4e537c684aa58e43956a22,Serge,Mensah,Serge Mensah,M,1971-08-11,54,45-54,Benin,Cotonou,Standard,None,2024-05-07,Corporate Desk,239,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0184,af911b5394446ae57439441b463b3428ed7da62c8dd7b37172a35bce37f27bdd,Nadia,Kouassi,Nadia Kouassi,F,1965-08-23,60,55+,Ghana,Accra,Business,None,2023-08-14,Web,506,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0185,fb7076044fc1483dd1183cb785d2fe88dbeed9685f8e16ed38c22db271f6efdf,Jean,Diallo,Jean Diallo,M,1971-07-27,54,45-54,France,Paris,Standard,Explorer,2023-12-14,Travel Agency,384,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0186,a2c381ae8ef65e4de62123dac0c9a236e9c43483b7065f7aa389d5ca1058459b,Nadia,Traore,Nadia Traore,M,1974-06-08,51,45-54,Ghana,Accra,Budget,Explorer,2023-05-29,Corporate Desk,583,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0187,7a0ca5ba6378201782d580c21f1e0bd3b42ec77f4297f279af9546be7c49f08f,Fatou,Ouattara,Fatou Ouattara,M,1980-03-01,45,45-54,Ghana,Accra,Standard,None,2023-06-21,Travel Agency,560,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0188,ac5d1095039fa5d03de3ff256e211592e2dcb8240a671e532b5cdb5138b8c760,Koffi,Amani,Koffi Amani,M,1995-02-05,30,25-34,Nigeria,Lagos,Standard,Silver,2023-08-05,Corporate Desk,515,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
CUST0189,cdbc242d6dc4a090cdffb7e3cd4a74878701c91a72f0dd62701145d23b43ad56,Koffi,Mensah,Koffi Mensah,F,1988-07-09,37,35-44,Senegal,Dakar,Premium,None,2023-10-24,Corporate Desk,435,2026-05-25 09:39:38.626811,2026-05-25 09:39:38.779183
