customer_id;first_name;last_name;gender;birth_date;country;city;customer_segment;loyalty_tier;signup_date;preferred_channel
CUST0253;Yao;Traore;F;1966-01-25;Benin;Cotonou;Business;None;2023-07-10;Mobile App
CUST0254;Serge;Mensah;M;1989-03-21;Côte d'Ivoire;Bouaké;Standard;Explorer;2024-07-18;Travel Agency
CUST0255;Yao;Konan;F;1971-10-26;Senegal;Dakar;Premium;Gold;2024-05-21;Corporate Desk
CUST0256;Serge;Diallo;M;1970-03-23;Nigeria;Lagos;Budget;Explorer;2024-02-16;Web
CUST0257;Nadia;Kone;F;1978-12-12;Côte d'Ivoire;Abidjan;Budget;Explorer;2024-06-07;Corporate Desk
CUST0258;Fatou;Traore;F;1997-12-14;Ghana;Accra;Budget;None;2023-06-30;Mobile App
CUST0259;Fatou;Konan;M;1987-10-07;Nigeria;Lagos;Budget;None;2024-04-16;Corporate Desk
CUST0260;Aminata;Diallo;M;1970-01-24;France;Paris;Standard;None;2024-08-07;Corporate Desk
CUST0261;Nadia;Diallo;M;1986-09-21;Senegal;Dakar;Business;None;2024-04-03;Web
CUST0262;Aminata;Ndiaye;M;2000-10-14;Ghana;Accra;Standard;Explorer;2024-02-10;Travel Agency
CUST0263;Yao;Diallo;F;2000-12-04;Côte d'Ivoire;Abidjan;Business;None;2023-04-08;Mobile App
CUST0264;Aminata;Mensah;M;1979-09-15;France;Paris;Standard;Silver;2024-06-09;Web
CUST0265;Aminata;Traore;M;1973-09-18;Nigeria;Lagos;Standard;Gold;2024-06-11;Web
CUST0266;Aminata;Ouattara;F;1977-10-16;Nigeria;Lagos;Budget;Silver;2023-02-28;Corporate Desk
CUST0267;Awa;Amani;F;1965-12-20;Ghana;Accra;Standard;None;2023-05-19;Corporate Desk
CUST0268;Didier;Kouassi;F;1987-03-12;Côte d'Ivoire;Yamoussoukro;Business;Silver;2024-11-27;Web
CUST0269;Koffi;Kouassi;M;1997-12-17;Senegal;Dakar;Business;None;2024-09-10;Travel Agency
CUST0270;Jean;Sow;M;1972-01-22;Côte d'Ivoire;Abidjan;Standard;None;2024-04-02;Web
CUST0271;Nadia;Traore;F;1996-02-03;France;Paris;Budget;Explorer;2023-10-24;Corporate Desk
CUST0272;Didier;Mensah;M;1993-01-01;Ghana;Accra;Premium;Explorer;2024-05-10;Web
CUST0273;Koffi;Diallo;M;1995-03-23;Côte d'Ivoire;Bouaké;Standard;Gold;2024-09-17;Web
CUST0274;Jean;Sow;F;1984-03-19;Senegal;Dakar;Standard;Silver;2024-04-23;Travel Agency
CUST0275;Nadia;Ouattara;M;1985-01-11;France;Paris;Standard;None;2024-04-15;Web
CUST0276;Mariam;Diallo;M;1989-05-03;Benin;Cotonou;Standard;Explorer;2024-08-21;Mobile App
CUST0277;Awa;Sow;F;1977-07-21;Benin;Cotonou;Standard;None;2023-09-01;Mobile App
CUST0278;Koffi;Mensah;M;1988-09-28;Benin;Cotonou;Standard;Explorer;2024-02-20;Travel Agency
CUST0279;Serge;Amani;M;1995-09-12;Côte d'Ivoire;Abidjan;Business;Gold;2023-06-04;Mobile App
CUST0280;Awa;Kone;M;1993-07-19;Ghana;Accra;Premium;Explorer;2023-05-28;Travel Agency
CUST0281;Fatou;Mensah;M;1969-04-19;Benin;Cotonou;Standard;None;2023-12-28;Corporate Desk
CUST0282;Serge;Ouattara;F;1996-06-06;Senegal;Dakar;Business;Explorer;2023-06-18;Travel Agency
CUST0283;Serge;Konan;F;1968-07-15;Ghana;Accra;Business;None;2024-05-28;Web
CUST0284;Yao;Konan;F;1968-02-03;Ghana;Accra;Business;None;2023-10-05;Web
CUST0285;Jean;Konan;F;1985-06-28;Benin;Cotonou;Standard;Explorer;2024-11-26;Travel Agency
CUST0286;Awa;Ouattara;F;1970-11-20;Ghana;Accra;Business;Gold;2024-02-14;Travel Agency
CUST0287;Awa;Konan;M;1985-01-14;Nigeria;Lagos;Budget;None;2023-08-04;Mobile App
CUST0288;Koffi;Amani;M;1992-06-18;France;Paris;Business;Explorer;2023-12-05;Mobile App
CUST0289;Didier;Mensah;M;1967-11-10;Benin;Cotonou;Standard;Explorer;2024-06-26;Travel Agency
CUST0290;Fatou;Konan;M;1971-11-26;Ghana;Accra;Budget;Explorer;2024-02-15;Web
CUST0291;Didier;Diallo;F;1968-09-17;Côte d'Ivoire;Abidjan;Standard;None;2024-09-12;Travel Agency
CUST0292;Mariam;Diallo;F;1998-01-12;Benin;Cotonou;Standard;Gold;2023-08-07;Travel Agency
CUST0293;Nadia;Kouassi;M;1966-02-22;Nigeria;Lagos;Budget;Explorer;2024-02-16;Travel Agency
CUST0294;Yao;Ndiaye;M;1991-07-22;Côte d'Ivoire;Yamoussoukro;Business;None;2023-01-22;Travel Agency
CUST0295;Amadou;Kouassi;F;1987-04-11;Benin;Cotonou;Standard;None;2024-05-25;Mobile App
CUST0296;Mariam;Kone;M;1973-05-10;France;Paris;Standard;Explorer;2023-09-13;Mobile App
CUST0297;Aminata;Ndiaye;M;1978-10-02;Senegal;Dakar;Business;Silver;2023-02-17;Corporate Desk
CUST0298;Amadou;Diallo;M;1966-02-05;Ghana;Accra;Budget;None;2024-05-29;Travel Agency
CUST0299;Mariam;Kone;M;1970-07-11;Côte d'Ivoire;Yamoussoukro;Premium;Silver;2023-12-10;Web
CUST0300;Yao;Kouassi;F;1967-03-17;France;Paris;Standard;Silver;2023-01-21;Web
